actorID	actor_type	objectID	object	action	timestamp
www.google.com/gen_204?atyp=csi&ei=nwvdw7pcnpaqjgtj150q&s=webhp&t=all&imn=4&adh=&ima=2&ime=2&imeb=0&imeo=0&sys=hc.4&rt=aft.611dcl.384iml.611ol.1639prt.365xjs.1078xjsee.1078xjses.913xjsls.383wsrt.465cst.0dnst.5rqst.230rspt.95rqstt.278unt.199cstt.205dit.840&zx=1541213088992	NetFlowObject	www.google.com/?gws_rd=ssl	NetFlowObject	refer	26516688
adservice.google.com	NETFLOW_OBJECT	172.217.8.194	NETFLOW_OBJECT	resolve	26520289
adservice.google.com	NETFLOW_OBJECT	172.217.9.34	NETFLOW_OBJECT	resolve	26520296
adservice.google.com	NETFLOW_OBJECT	216.58.216.66	NETFLOW_OBJECT	resolve	26520731
adservice.google.com	NETFLOW_OBJECT	172.217.6.2	NETFLOW_OBJECT	resolve	26520780
adservice.google.com/adsid/google/ui	NetFlowObject	adservice.google.com	NETFLOW_OBJECT	web_request	26516688
www.google.com/favicon.ico	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516689
clients5.google.com/pagead/drt/ne?di=%5b%2220140509-01%22%2c337%2c0%2c89025%5d	NetFlowObject	clients5.google.com	NETFLOW_OBJECT	web_request	26516689
www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516689
www.google.com/logos/doodles/2018/day-of-the-dead-2018-5705827255058432-s.png	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516689
www.gstatic.com/ui/v1/activityindicator/loading_24.gif	NetFlowObject	www.gstatic.com	NETFLOW_OBJECT	web_request	26516689
www.google.com/images/nav_logo242_hr.png	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
id.google.com	NETFLOW_OBJECT	74.125.28.94	NETFLOW_OBJECT	resolve	26520290
id.google.com	NETFLOW_OBJECT	108.177.12.94	NETFLOW_OBJECT	resolve	26520301
id.google.com	NETFLOW_OBJECT	74.125.200.94	NETFLOW_OBJECT	resolve	26520728
id.google.com	NETFLOW_OBJECT	74.125.23.94	NETFLOW_OBJECT	resolve	26520728
id.google.com	NETFLOW_OBJECT	203.208.43.111	NETFLOW_OBJECT	resolve	26520728
id.google.com/verify/ajvb7i0aoxxkfw5k5uedrrzq-p-rgni3w_h9-yxdeo6rw4wyeybv6hue7tpi1oxynp-o7enyz8dew2ymvuxigx-ttzrtmb45pyi-gplzwkwe-jmmu1bbag	NetFlowObject	id.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/gen_204?s=web&t=aft&atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&rt=wsrt.193aft.754prt.537sct.364	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/gen_204?s=web&t=aft&atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&rt=wsrt.193aft.754prt.537sct.364	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516690
ocsp.digicert.com	NETFLOW_OBJECT	72.21.91.29	NETFLOW_OBJECT	resolve	26520233
ocsp.digicert.com/	NetFlowObject	ocsp.digicert.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/xjs/_/js/k=xjs.s.en_us.byx5aqwm01e.o/am=dibfmiea8n8kiaecq2cdbeagxkae/rt=j/d=1/exm=sxfkg7bdhcfegbivluemc8mtfof7gzcrmhbfet4bactjw5qbtbahgcy33vzccdoscrhsmidpopbjsamvytsertg8oteuz938cvwnddews9tlcxpltpbyq43ffdcsi/ed=1/dg=2/rs=act90ohlt0903ch7gxmk4aiikyuetynajg/m=sb_wizaaabdaspnasyncbgddvlfootipv6lummpckmusftlvsssckaeexdcshrbtnqatqtftccxz7ccdqik19baam1tf8frndtxzwccvugqbb?xjs=s1	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/complete/search?q&cp=0&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/pagead/drt/ui?ogt=1	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/gen_204?atyp=i&zx=1541213090940&ogsr=1&ei=ogvdw6g5cinejwsh8yo4ag&ct=7&cad=s&id=19009194&loc=web&prid=1&ogd=com&ogprm=up	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516690
www.google.com/xjs/_/js/k=xjs.s.en_us.byx5aqwm01e.o/am=dibfmiea8n8kiaecq2cdbeagxkae/rt=j/d=1/exm=sxfkg7bdhcfegbivluemc8mtfof7gzcrmhbfet4bactjw5qbtbahgcy33vzccdoscrhsmidpopbjsamvytsertg8oteuz938cvwnddews9tlcxpltpbyq43ffdcsisb_wizaaabdaspnasyncbgddvlfootipv6lummpckmusftlvsssckaeexdcshrbtnqatqtftccxz7ccdqik19baam1tf8frndtxzwccvugqbb/ed=1/dg=2/rs=act90ohlt0903ch7gxmk4aiikyuetynajg/m=r36a9cxj7lnbikchzc?xjs=s2	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
:jspb	PRINCIPAL_LOCAL	www.google.com	NETFLOW_OBJECT	web_request	26516691
accounts.google.com	NETFLOW_OBJECT	172.217.1.45	NETFLOW_OBJECT	resolve	26520291
accounts.google.com	NETFLOW_OBJECT	172.217.4.77	NETFLOW_OBJECT	resolve	26520302
accounts.google.com	NETFLOW_OBJECT	172.217.8.173	NETFLOW_OBJECT	resolve	26520302
accounts.google.com	NETFLOW_OBJECT	172.217.9.45	NETFLOW_OBJECT	resolve	26520729
accounts.google.com	NETFLOW_OBJECT	192.36.148.17	NETFLOW_OBJECT	resolve	26520729
accounts.google.com	NETFLOW_OBJECT	198.41.0.4	NETFLOW_OBJECT	resolve	26520759
accounts.google.com/	NetFlowObject	accounts.google.com	NETFLOW_OBJECT	web_request	26516691
accounts.google.com/servicelogin?service=doritos&passive=true&go=true&continue=https	NetFlowObject	accounts.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/xjs/_/js/k=xjs.s.en_us.byx5aqwm01e.o/am=dibfmiea8n8kiaecq2cdbeagxkae/rt=j/d=1/exm=sxfkg7bdhcfegbivluemc8mtfof7gzcrmhbfet4bactjw5qbtbahgcy33vzccdoscrhsmidpopbjsamvytsertg8oteuz938cvwnddews9tlcxpltpbyq43ffdcsisb_wizaaabdaspnasyncbgddvlfootipv6lummpckmusftlvsssckaeexdcshrbtnqatqtftccxz7ccdqik19baam1tf8frndtxzwccvugqbbr36a9cxj7lnbikchzc/ed=1/dg=2/rs=act90ohlt0903ch7gxmk4aiikyuetynajg/m=uuupec?xjs=s2	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=web&t=all&imn=27&adh=&ima=16&ime=1&imeb=9&imeo=0&wh=755&scp=0&fld=1412.800048828125&sys=hc.4&rt=aft.754dcl.1011iml.959ol.1984prt.537xjs.1281xjsee.1281xjses.1121xjsls.1010sct.364wsrt.193cst.0dnst.1rqst.881rspt.753rqstt.27unt.3cstt.5dit.1151&zx=1541213091525	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=web&t=all&imn=27&adh=&ima=16&ime=1&imeb=9&imeo=0&wh=755&scp=0&fld=1412.800048828125&sys=hc.4&rt=aft.754dcl.1011iml.959ol.1984prt.537xjs.1281xjsee.1281xjses.1121xjsls.1010sct.364wsrt.193cst.0dnst.1rqst.881rspt.753rqstt.27unt.3cstt.5dit.1151&zx=1541213091525	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=jsa&jsi=st.0et.focusn.idpopbcn.1&zx=1541213091571	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=jsa&jsi=st.0et.focusn.idpopbcn.1&zx=1541213091571	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516691
googleads.g.doubleclick.net	NETFLOW_OBJECT	172.217.9.34	NETFLOW_OBJECT	resolve	26520291
googleads.g.doubleclick.net	NETFLOW_OBJECT	172.217.8.194	NETFLOW_OBJECT	resolve	26520310
googleads.g.doubleclick.net	NETFLOW_OBJECT	216.58.216.66	NETFLOW_OBJECT	resolve	26520731
googleads.g.doubleclick.net	NETFLOW_OBJECT	172.217.6.2	NETFLOW_OBJECT	resolve	26520765
googleads.g.doubleclick.net/	NetFlowObject	googleads.g.doubleclick.net	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&vet=10ahukewi0wiiwmrfeahuj8imkhaxecfkq4tudcas..s&zx=1541213091604	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&vet=10ahukewi0wiiwmrfeahuj8imkhaxecfkq4tudcas..s&zx=1541213091604	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516691
googleads.g.doubleclick.net/pagead/drt/si?ogt=1&pli=1&auth=qwymrkkq8nsisl1n8kyknwmqw3oehv2ootvptoxd5httvcjsbujuk3ghkbss5hakkmpfba.	NetFlowObject	googleads.g.doubleclick.net	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=jsa&jsi=set.clickn.idpopbcn.2&zx=1541213091641	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=csi&ei=ogvdw7tnbapgjwssiaxidw&s=jsa&jsi=set.clickn.idpopbcn.2&zx=1541213091641	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516691
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&ved=0ahukewi0wiiwmrfeahuj8imkhaxecfkq39udcak&zx=1541213091643	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516691
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&ved=0ahukewi0wiiwmrfeahuj8imkhaxecfkq39udcak&zx=1541213091643	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516691
detectportal.firefox.com	NETFLOW_OBJECT	149.165.180.17	NETFLOW_OBJECT	resolve	26520232
detectportal.firefox.com	NETFLOW_OBJECT	149.165.180.19	NETFLOW_OBJECT	resolve	26520292
detectportal.firefox.com/success.txt	NetFlowObject	detectportal.firefox.com	NETFLOW_OBJECT	web_request	26516692
www.google.com/complete/search?q=y&cp=1&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516692
www.google.com/complete/search?q=ye&cp=2&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516692
www.google.com/complete/search?q=yea&cp=3&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah&cp=4&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/ads/measurement/t	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.googleadservices.com	NETFLOW_OBJECT	172.217.9.34	NETFLOW_OBJECT	resolve	26520293
www.googleadservices.com	NETFLOW_OBJECT	172.217.8.162	NETFLOW_OBJECT	resolve	26520731
www.googleadservices.com/	NetFlowObject	www.googleadservices.com	NETFLOW_OBJECT	web_request	26516693
www.googleadservices.com/measurement?jaid=ajhaexlm9ufdyzqn83kydhwybrfvccwe8xlcjuk56rjiplad5j99ma&jaidet=18178	NetFlowObject	www.googleadservices.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah%20&cp=5&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah%20y&cp=6&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah%20ye&cp=7&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah%20yea&cp=8&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/complete/search?q=yeah%20yeah&cp=9&client=psy-ab&xssi=t&gs_ri=gws-wiz&hl=en&authuser=0&pq=day%20of%20the%20dead&psi=ogvdw7tnbapgjwssiaxidw.1541213090823	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516693
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&vet=10ahukewi0wiiwmrfeahuj8imkhaxecfkq4tudcas..h&zx=1541213094107	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516694
www.google.com/gen_204?atyp=i&ei=ogvdw7tnbapgjwssiaxidw&vet=10ahukewi0wiiwmrfeahuj8imkhaxecfkq4tudcas..h&zx=1541213094107	NetFlowObject	www.google.com/search?site=&q=day+of+the+dead&oi=ddle&ct=day-of-the-dead-2018-5705827255058432-law&hl=en&kgmid=/m/0drlh&sa=x&ved=0ahukewjzjykvmrfeahuwiimkhclrbwiqpqgo&biw=1536&bih=755&dpr=1.25	NetFlowObject	refer	26516694
www.google.com/search?hl=en&biw=1536&bih=755&ei=ogvdw7tnbapgjwssiaxidw&q=yeah+yeah&oq=yeah+yeah&gs_l=psy-ab.3..0l4j0i131j0l5.2075.3084..3350...0.0..0.199.1339.0j9......0....1..gws-wiz.......0i71j35i39j0i67j0i131i67j0i20i263.td9oehpqjyy	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516694
id.google.com/verify/ajvb7i225lzmmkzbmku_cqtaeew-dqji5y__1prrym0tk11_cahx0buuib3q-h5ohkxqoewcdncq-0lkmkeilhms5osm_d9ifjxgabn-motnapfdaowhqw	NetFlowObject	id.google.com	NETFLOW_OBJECT	web_request	26516695
www.google.com/gen_204?s=web&t=aft&atyp=csi&ei=pgvdw6xqnulljwteyy7gdg&rt=wsrt.208aft.786prt.739sct.658	NetFlowObject	www.google.com	NETFLOW_OBJECT	web_request	26516695
